"","ID","Nom","Url","Prénom","Âge","Taille","Poids","Nationalité","Poste",""
"","438","GELDENHYIS","/joueurs/ross-geldenhuis-438.html","Ross","36","189","120","Afrique du sud","Pilier","[X]"
"","439","MONTÈS","/joueurs/yohan-montes-439.html","Yohan","35","187","118","France","Pilier","[X]"
"","441","WEBER","/joueurs/damien-weber-441.html","Damien","34","178","110","France","Pilier","[X]"
"","448","BURBAN","/joueurs/antoine-burban-448.html","Antoine","32","189","101","France","3ème ligne","[X]"
"","449","HIRÈCHE","/joueurs/said-hireche-449.html","Saïd","34","183","102","France","3ème ligne","[X]"
"","451","PARISSE","/joueurs/sergio-parisse-451.html","Sergio","36","196","122","Italie","3ème ligne","[X]"
"","457","BEAUXIS","/joueurs/lionel-beauxis-457.html","Lionel","34","180","90","France","Ouverture","[X]"
"","466","ARIAS","/joueurs/julien-arias-466.html","Julien","36","178","89","France","Ailier","[X]"
"","473","CLÉMENT","/joueurs/stephane-clement-473.html","Stéphane","32","183","121","France","Pilier","[X]"
"","481","ZANON","/joueurs/benoit-zanon-481.html","Benoit","34","181","115","France","Pilier","[X]"
"","486","LEDEVEDEC","/joueurs/julien-ledevedec-486.html","Julien","33","199","114","France","2ème ligne","[X]"
"","501","MERMOZ","/joueurs/maxime-mermoz-501.html","Maxime","33","181","93","France","Centre","[X]"
"","505","HUGET","/joueurs/yoann-huget-505.html","Yoann","32","190","97","France","Ailier","[X]"
"","507","MÉDARD","/joueurs/maxime-medard-507.html","Maxime","33","180","85","France","Arrière","[X]"
"","548","DELBOULBÈS","/joueurs/laurent-delboulbes-548.html","Laurent","33","181","106","France","Pilier","[X]"
"","556","HUGUES","/joueurs/remy-hugues-556.html","Rémy","34","183","114","France","Pilier","[X]"
"","557","JOHNSTON","/joueurs/census-johnston-557.html","Census","38","189","130","Samoa","Pilier","[X]"
"","581","ACEBES","/joueurs/mathieu-acebes-581.html","Mathieu","32","182","90","France","Arrière","[X]"
"","641","BLACK","/joueurs/callum-black-641.html","Callum","34","180","112","Angleterre","Pilier","[X]"
"","726","FLOOD","/joueurs/toby-flood-726.html","Toby","34","188","95","Angleterre","Ouverture","[X]"
"","753","BATTY","/joueurs/ross-batty-753.html","Ross","33","185","110","Angleterre","Talonneur","[X]"
"","757","PIC","/joueurs/arnaud-pic-757.html","Arnaud","34","170","85","France","Mêlée","[X]"
"","764","LAGRANGE","/joueurs/damien-lagrange-764.html","Damien","32","198","120","France","2ème ligne","[X]"
"","774","EVANS","/joueurs/lewis-evans-774.html","Lewis","32","195","108","Pays-de-Galles","3ème ligne","[X]"
"","786","BREW","/joueurs/aled-brew-786.html","Aled","33","183","93","Pays-de-Galles","Ailier","[X]"
"","810","DAVID","/joueurs/yann-david-810.html","Yann","31","185","102","France","Centre","[X]"
"","811","PARRA","/joueurs/morgan-parra-811.html","Morgan","31","180","81","France","Mêlée","[X]"
"","862","ABENDANON","/joueurs/nick-abendanon-862.html","Nick","33","178","83","Angleterre","Arrière","[X]"
"","863","BANAHAN","/joueurs/matt-banahan-863.html","Matt","33","201","110","Angleterre","Centre","[X]"
"","888","JARVIS","/joueurs/aaron-jarvis-888.html","Aaron","33","183","115","Angleterre","Pilier","[X]"
"","933","TOEAVA","/joueurs/isaia-toeava-933.html","Isaia","34","181","100","Samoa","Arrière","[X]"
"","967","VIVALDA","/joueurs/yohan-vivalda-967.html","Yohan","31","200","113","France","2ème ligne","[X]"
"","972","ALEXANDRE","/joueurs/fabien-alexandre-972.html","Fabien","34","187","105","France","3ème ligne","[X]"
"","977","SAMSON","/joueurs/christophe-samson-977.html","Christophe","36","198","107","France","2ème ligne","[X]"
"","1002","PRIESTLAND","/joueurs/rhys-priestland-1002.html","Rhys","33","188","95","Pays-de-Galles","Ouverture","[X]"
"","1034","FURNO","/joueurs/joshua-furno-1034.html","Joshua","30","200","115","Italie","2ème ligne","[X]"
"","1036","LAKAFIA","/joueurs/raphael-lakafia-1036.html","Raphaël","31","191","115","France","3ème ligne","[X]"
"","1038","THOMAS","/joueurs/teddy-thomas-1038.html","Teddy","26","185","90","France","Ailier","[X]"
"","1040","BUROTU","/joueurs/seremaia-burotu-1040.html","Seremaia","32","184","105","Fidji","Centre","[X]"
"","1042","GENEVOIS","/joueurs/jean-philippe-genevois-1042.html","Jean-Philippe","33","183","105","France","Talonneur","[X]"
"","1044","MARIE","/joueurs/mathias-marie-1044.html","Mathias","29","197","114","France","2ème ligne","[X]"
"","1046","LESGOURGUES","/joueurs/yann-lesgourgues-1046.html","Yann","29","174","71","France","Mêlée","[X]"
"","1047","GOIA IRIBERRI","/joueurs/julen-goia-iriberri-1047.html","Julen","28","183","92","Espagne","Ailier","[X]"
"","1048","GOMEZ KODELA","/joueurs/francisco-gomez-kodela-1048.html","Francisco","34","184","121","Argentine","Pilier","[X]"
"","1049","CHAUME","/joueurs/raphael-chaume-1049.html","Raphaël","30","185","110","France","Pilier","[X]"
"","1051","KOTZE","/joueurs/daniel-kotze-1051.html","Daniel","33","187","120","Afrique du sud","Pilier","[X]"
"","1052","BARDY","/joueurs/julien-bardy-1052.html","Julien","34","188","98","France","3ème ligne","[X]"
"","1053","STANLEY","/joueurs/benson-stanley-1053.html","Benson","35","184","98","Samoa","Centre","[X]"
"","1054","BUTTIN","/joueurs/jean-marcellin-buttin-1054.html","Jean-Marcellin","28","190","94","France","Arrière","[X]"
"","1055","GRANOUILLET","/joueurs/maxime-granouillet-1055.html","Maxime","27","197","114","France","2ème ligne","[X]"
"","1056","RADOSAVLJEVIC","/joueurs/ludovic-radosavljevic-1056.html","Ludovic","30","180","95","France","Mêlée","[X]"
"","1058","RIC","/joueurs/clement-ric-1058.html","Clément","31","182","117","France","Pilier","[X]"
"","1059","NAKAITACI","/joueurs/noa-nakaitaci-1059.html","Noa","29","190","94","Fidji","Ailier","[X]"
"","1060","LAPANDRY","/joueurs/alexandre-lapandry-1060.html","Alexandre","30","194","101","France","3ème ligne","[X]"
"","1061","TICHIT","/joueurs/antoine-tichit-1061.html","Antoine","30","182","112","France","Pilier","[X]"
"","1062","JENNEKER","/joueurs/jody-jenneker-1062.html","Jody","35","185","106","Afrique du sud","Talonneur","[X]"
"","1063","LASSALLE","/joueurs/thibault-lassalle-1063.html","Thibault","32","202","118","France","2ème ligne","[X]"
"","1065","URSACHE","/joueurs/valentin-ursache-1065.html","Valentin","34","196","114","Roumanie","3ème ligne","[X]"
"","1068","URDAPILLETA","/joueurs/benjamin-urdapilleta-1068.html","Benjamin","34","178","86","Argentine","Ouverture","[X]"
"","1069","HANSELL PUNE","/joueurs/roimata-hansell-pune-1069.html","Roimata","33","184","110","Nouvelle-Zélande","Centre","[X]"
"","1072","CLERC","/joueurs/marc-clerc-1072.html","Marc","32","181","120","France","Pilier","[X]"
"","1073","ANDRÉ","/joueurs/christophe-andre-1073.html","Christophe","33","190","107","France","3ème ligne","[X]"
"","1076","AGUILLON","/joueurs/pierre-aguillon-1076.html","Pierre","33","180","93","France","Centre","[X]"
"","1079","FOFANA","/joueurs/wesley-fofana-1079.html","Wesley","32","182","93","France","Centre","[X]"
"","1082","TOLOFUA","/joueurs/christopher-tolofua-1082.html","Christopher","26","182","117","France","Talonneur","[X]"
"","1083","MAESTRI","/joueurs/yoann-maestri-1083.html","Yoann","32","202","119","France","2ème ligne","[X]"
"","1084","CAMARA","/joueurs/yacouba-camara-1084.html","Yacouba","25","195","112","France","3ème ligne","[X]"
"","1085","TEKORI","/joueurs/iosefa-tekori-1085.html","Iosefa","36","198","127","Samoa","2ème ligne","[X]"
"","1087","FICKOU","/joueurs/gael-fickou-1087.html","Gaël","26","190","100","France","Centre","[X]"
"","1088","FIRMIN","/joueurs/kevin-firmin-1088.html","Kévin","27","183","105","France","Talonneur","[X]"
"","1089","BAILLE","/joueurs/cyril-baille-1089.html","Cyril","26","182","116","France","Pilier","[X]"
"","1090","GALAN","/joueurs/gillian-galan-1090.html","Gillian","28","193","120","France","3ème ligne","[X]"
"","1091","BÉZY","/joueurs/sebastien-bezy-1091.html","Sébastien","28","174","74","France","Mêlée","[X]"
"","1094","JEDRASIAK","/joueurs/paul-jedrasiak-1094.html","Paul","27","200","118","France","2ème ligne","[X]"
"","1096","GAYRAUD","/joueurs/pierre-gayraud-1096.html","Pierre","28","198","117","France","2ème ligne","[X]"
"","1097","ANCELY","/joueurs/clement-ancely-1097.html","Clément","27","193","102","France","3ème ligne","[X]"
"","1098","ROUET","/joueurs/guillaume-rouet-1098.html","Guillaume","31","170","75","France","Mêlée","[X]"
"","1100","FUSTER","/joueurs/bastien-fuster-1100.html","Bastien","28","185","90","France","Ailier","[X]"
"","1101","ÉTRILLARD","/joueurs/anthony-etrillard-1101.html","Anthony","27","183","110","France","Talonneur","[X]"
"","1104","MONRIBOT","/joueurs/jean-monribot-1104.html","Jean","32","183","99","France","3ème ligne","[X]"
"","1106","MANUKULA","/joueurs/vitolio-manukula-1106.html","Vitolio","35","180","117","France","Pilier","[X]"
"","1107","MULLER","/joueurs/gert-muller-1107.html","Gert","34","186","110","Afrique du sud","Pilier","[X]"
"","1108","JANSE VAN RENSBURG","/joueurs/jakobus-christo-janse-van-rensburg-1108.html","Jakobus Christo","34","185","110","Afrique du sud","Pilier","[X]"
"","1109","OLLIVON","/joueurs/charles-ollivon-1109.html","Charles","26","199","114","France","3ème ligne","[X]"
"","1110","UGALDE","/joueurs/matthieu-ugalde-1110.html","Matthieu","27","181","89","France","Ouverture","[X]"
"","1112","LOUSTALOT","/joueurs/christophe-loustalot-1112.html","Christophe","27","169","76","France","Mêlée","[X]"
"","1115","SLIMANI","/joueurs/rabah-slimani-1115.html","Rabah","30","178","113","France","Pilier","[X]"
"","1116","FLANQUART","/joueurs/alexandre-flanquart-1116.html","Alexandre","30","204","120","France","2ème ligne","[X]"
"","1117","PLISSON","/joueurs/jules-plisson-1117.html","Jules","28","184","88","France","Ouverture","[X]"
"","1118","DANTY","/joueurs/jonathan-danty-1118.html","Jonathan","27","181","107","France","Centre","[X]"
"","1120","NAYACALEVU","/joueurs/waisea-nayacalevu-1120.html","Waisea","29","193","104","Fidji","Ailier","[X]"
"","1121","BONNEVAL","/joueurs/hugo-bonneval-1121.html","Hugo","29","185","90","France","Arrière","[X]"
"","1122","BONFILS","/joueurs/remi-bonfils-1122.html","Rémi","31","178","101","France","Talonneur","[X]"
"","1123","TAULAFO","/joueurs/sakaria-taulafo-1123.html","Sakaria","37","185","115","Nouvelle-Zélande","Pilier","[X]"
"","1127","KUBRIASHVILI","/joueurs/davit-kubriashvili-1127.html","Davit","33","185","123","Géorgie","Pilier","[X]"
"","1128","TAWALO","/joueurs/uwa-tawalo-1128.html","Uwa","28","190","112","Fidji","Ailier","[X]"
"","1131","BÉLIE","/joueurs/mathieu-belie-1131.html","Mathieu","32","182","80","France","Ouverture","[X]"
"","1133","LOVOBALAVU","/joueurs/gabiriele-lovobalavu-1133.html","Gabiriele","34","182","95","Fidji","Centre","[X]"
"","1138","KAKOVIN","/joueurs/vasil-kakovin-1138.html","Vasil","30","183","110","Géorgie","Pilier","[X]"
"","1139","GUILLAMON","/joueurs/antoine-guillamon-1139.html","Antoine","28","192","136","France","Pilier","[X]"
"","1140","DOUSSAIN","/joueurs/jean-marc-doussain-1140.html","Jean-Marc","29","174","88","France","Ouverture","[X]"
"","1142","BREGVADZE","/joueurs/jaba-bregvadze-1142.html","Jaba","32","180","108","Géorgie","Talonneur","[X]"
"","1144","TAOFIFENUA","/joueurs/sebastien-taofifenua-1144.html","Sébastien","28","178","130","France","Pilier","[X]"
"","1146","VAHAAMAHINA","/joueurs/sebastien-vahaamahina-1146.html","Sébastien","28","203","120","France","2ème ligne","[X]"
"","1147","TAOFIFENUA","/joueurs/romain-taofifenua-1147.html","Romain","29","200","127","France","2ème ligne","[X]"
"","1148","GUIRY","/joueurs/bertrand-guiry-1148.html","Bertrand","31","193","104","France","3ème ligne","[X]"
"","1151","LOPEZ","/joueurs/camille-lopez-1151.html","Camille","31","176","87","France","Ouverture","[X]"
"","1152","BENVENUTI","/joueurs/tommaso-benvenuti-1152.html","Tommaso","29","187","96","Italie","Centre","[X]"
"","1153","MJEKEVU","/joueurs/wandile-mjekevu-1153.html","Wandile","29","191","97","Afrique du sud","Ailier","[X]"
"","1154","HOOK","/joueurs/james-hook-1154.html","James","34","183","93","Pays-de-Galles","Ouverture","[X]"
"","1155","DELONCA","/joueurs/maxime-delonca-1155.html","Maxime","31","180","107","France","Talonneur","[X]"
"","1156","TAUMALOLO","/joueurs/alisona-taumalolo-1156.html","Alisona","38","185","110","Tonga","Pilier","[X]"
"","1158","DUVENAGE","/joueurs/dewaldt-duvenage-1158.html","Dewaldt","31","173","82","Afrique du sud","Mêlée","[X]"
"","1160","GUITOUNE","/joueurs/sofiane-guitoune-1160.html","Sofiane","31","186","96","France","Centre","[X]"
"","1164","WAQANIBUROTU","/joueurs/dominiko-waqaniburotu-1164.html","Dominiko","33","193","114","Fidji","3ème ligne","[X]"
"","1166","SOLA","/joueurs/romain-sola-1166.html","Romain","32","182","87","France","Arrière","[X]"
"","1167","GERMAIN","/joueurs/gaetan-germain-1167.html","Gaëtan","29","190","99","France","Arrière","[X]"
"","1168","SWANEPOEL","/joueurs/riaan-swanepoel-1168.html","Riaan","34","182","96","Afrique du sud","Ouverture","[X]"
"","1169","NAMY","/joueurs/guillaume-namy-1169.html","Guillaume","31","182","83","France","Ailier","[X]"
"","1171","DA ROS","/joueurs/francois-da-ros-1171.html","François","36","179","104","France","Talonneur","[X]"
"","1172","ASIESHVILI","/joueurs/karlen-asieshvili-1172.html","Karlen","32","180","118","Géorgie","Pilier","[X]"
"","1175","LARANJEIRA","/joueurs/thomas-laranjeira-1175.html","Thomas","27","186","90","France","Ouverture","[X]"
"","1176","RADIKEDIKE","/joueurs/malakai-radikedike-1176.html","Malakai","34","184","93","Fidji","Centre","[X]"
"","1178","AVEI","/joueurs/ole-avei-1178.html","Ole","36","181","115","Samoa","Talonneur","[X]"
"","1180","JAULHAC","/joueurs/adam-jaulhac-1180.html","Adam","32","198","125","France","2ème ligne","[X]"
"","1181","MADAULE","/joueurs/louis-benoit-madaule-1181.html","Louis-Benoît","31","190","104","France","3ème ligne","[X]"
"","1182","CHALMERS","/joueurs/hugh-chalmers-1182.html","Hugh","35","192","102","Nouvelle-Zélande","3ème ligne","[X]"
"","1184","BERNARD","/joueurs/pierre-bernard-1184.html","Pierre","31","187","87","France","Ouverture","[X]"
"","1185","CONNOR","/joueurs/blair-connor-1185.html","Blair","31","183","82","Australie","Ailier","[X]"
"","1186","BROUSSE","/joueurs/charles-brousse-1186.html","Charles","29","183","89","France","Centre","[X]"
"","1189","MAYNADIER","/joueurs/clement-maynadier-1189.html","Clément","31","187","100","France","Talonneur","[X]"
"","1190","MARAIS","/joueurs/jandre-marais-1190.html","Jandré","30","198","118","Afrique du sud","2ème ligne","[X]"
"","1191","TUIFUA","/joueurs/taiasina-tuifua-1191.html","Taiasina","35","195","118","Samoa","3ème ligne","[X]"
"","1192","SAUBUSSE","/joueurs/emmanuel-saubusse-1192.html","Emmanuel","30","181","84","France","Mêlée","[X]"
"","1193","DOMVO","/joueurs/darly-domvo-1193.html","Darly","28","179","81","France","Arrière","[X]"
"","1196","ALDEGHERI","/joueurs/dorian-aldegheri-1196.html","Dorian","26","180","119","France","Pilier","[X]"
"","1197","METZ","/joueurs/fabrice-metz-1197.html","Fabrice","29","196","121","France","2ème ligne","[X]"
"","1199","LAURET","/joueurs/wenceslas-lauret-1199.html","Wenceslas","31","188","103","France","3ème ligne","[X]"
"","1200","LYDIATE","/joueurs/dan-lydiate-1200.html","Dan","32","193","113","Pays-de-Galles","3ème ligne","[X]"
"","1201","GÉRONDEAU","/joueurs/camille-gerondeau-1201.html","Camille","32","194","113","France","3ème ligne","[X]"
"","1202","MACHENAUD","/joueurs/maxime-machenaud-1202.html","Maxime","31","174","87","France","Mêlée","[X]"
"","1203","ANDREU","/joueurs/marc-andreu-1203.html","Marc","34","170","75","France","Ailier","[X]"
"","1204","DUMOULIN","/joueurs/alexandre-dumoulin-1204.html","Alexandre","30","189","101","France","Centre","[X]"
"","1205","CHAVANCY","/joueurs/henry-chavancy-1205.html","Henry","31","181","92","France","Centre","[X]"
"","1206","VAKATAWA","/joueurs/virimi-vakatawa-1206.html","Virimi","27","185","98","Fidji","Centre","[X]"
"","1207","BEN AROUS","/joueurs/eddy-ben-arous-1207.html","Eddy","29","183","117","France","Pilier","[X]"
"","1208","QOVU","/joueurs/jone-qovu-nailiko-1208.html","Jone","34","197","134","Fidji","2ème ligne","[X]"
"","1209","LE ROUX","/joueurs/bernard-le-roux-1209.html","Bernard","30","196","113","Afrique du sud","2ème ligne","[X]"
"","1211","SEXTON","/joueurs/jonathan-sexton-1211.html","Jonathan","34","188","92","Irlande","Ouverture","[X]"
"","1212","FALL","/joueurs/benjamin-fall-1212.html","Benjamin","31","186","93","France","Arrière","[X]"
"","1214","WATREMEZ","/joueurs/yvan-watremez-1214.html","Yvan","30","187","115","France","Pilier","[X]"
"","1215","IVALDI","/joueurs/mickael-ivaldi-1215.html","Mickaël","30","181","108","France","Talonneur","[X]"
"","1216","DE MARCO","/joueurs/mickael-de-marco-1216.html","Mickaël","30","195","134","France","2ème ligne","[X]"
"","1217","TULOU","/joueurs/alex-tulou-1217.html","Alex","33","192","114","Samoa","3ème ligne","[X]"
"","1218","PÉLISSIÉ","/joueurs/jonathan-pelissie-1218.html","Jonathan","31","179","83","France","Mêlée","[X]"
"","1219","NAGUSA","/joueurs/timoci-nagusa-1219.html","Timoci","32","183","106","Fidji","Ailier","[X]"
"","1222","GÉLI","/joueurs/charles-geli-1222.html","Charles","33","183","105","France","Talonneur","[X]"
"","1226","PAILLAUGUE","/joueurs/benoit-paillaugue-1226.html","Benoît","32","172","74","France","Mêlée","[X]"
"","1229","FERREIRA","/joueurs/schalk-ferreira-1229.html","Schalk","36","187","110","Afrique du sud","Pilier","[X]"
"","1231","BATTUT","/joueurs/antoine-battut-1231.html","Antoine","36","192","104","France","3ème ligne","[X]"
"","1234","LAPEYRE","/joueurs/benjamin-lapeyre-1234.html","Benjamin","33","181","87","France","Ailier","[X]"
"","1237","COETZEE","/joueurs/johannes-coetzee-1237.html","Johannes","32","186","122","Afrique du sud","Pilier","[X]"
"","1244","BRUNI","/joueurs/virgile-bruni-1244.html","Virgile","31","198","109","France","2ème ligne","[X]"
"","1245","ARMITAGE","/joueurs/steffon-armitage-1245.html","Steffon","34","178","106","Angleterre","3ème ligne","[X]"
"","1248","MARTIN","/joueurs/vincent-martin-1248.html","Vincent","27","185","93","France","Centre","[X]"
"","1250","CHIOCCI","/joueurs/xavier-chiocci-1250.html","Xavier","30","180","110","France","Pilier","[X]"
"","1252","GUNTHER","/joueurs/pierrick-gunther-1252.html","Pierrick","30","190","106","France","3ème ligne","[X]"
"","1253","BASTAREAUD","/joueurs/mathieu-bastareaud-1253.html","Mathieu","31","183","123","France","3ème ligne","[X]"
"","1254","TUISOVA","/joueurs/josua-tuisova-1254.html","Josua","26","180","91","Fidji","Ailier","[X]"
"","1259","ROBERTS","/joueurs/jamie-roberts-1259.html","Jamie","33","193","110","Pays-de-Galles","Centre","[X]"
"","1260","KRUGER","/joueurs/juandre-kruger-1260.html","Juandré","34","199","112","Afrique du sud","2ème ligne","[X]"
"","1262","DIABY","/joueurs/mahamadou-diaby-1262.html","Mahamadou","29","188","105","France","3ème ligne","[X]"
"","1264","BOUSQUET","/joueurs/jonathan-bousquet-1264.html","Jonathan","32","170","75","France","Ailier","[X]"
"","1266","VUILLEMIN","/joueurs/nicolas-vuillemin-1266.html","Nicolas","28","176","92","France","Ouverture","[X]"
"","1267","IAPTEFF","/joueurs/erwan-iapteff-1267.html","Erwan","32","188","116","France","Pilier","[X]"
"","1269","CHATEAU","/joueurs/karl-chateau-1269.html","Karl","27","189","105","France","3ème ligne","[X]"
"","1270","ALLAN","/joueurs/tommy-allan-1270.html","Tommy","26","184","87","Italie","Ouverture","[X]"
"","1272","MICHEL","/joueurs/joffrey-michel-1272.html","Joffrey","33","190","95","France","Arrière","[X]"
"","1273","ECOCHARD","/joueurs/tom-ecochard-1273.html","Tom","27","173","80","France","Mêlée","[X]"
"","1274","TORFS","/joueurs/jens-torfs-1274.html","Jens","27","185","102","Belgique","Centre","[X]"
"","1275","NARIASHVILI","/joueurs/mikheil-nariashvili-1275.html","Misha","29","186","118","Géorgie","Pilier","[X]"
"","1277","ARTRU","/joueurs/yohann-artru-1277.html","Yohann","27","178","87","France","Ailier","[X]"
"","1278","GALLETIER","/joueurs/kelian-galletier-1278.html","Kélian","28","188","100","France","3ème ligne","[X]"
"","1279","MIKAUTADZE","/joueurs/konstantine-mikautadze-1279.html","Konstantine","28","200","128","Géorgie","2ème ligne","[X]"
"","1286","BEST","/joueurs/jonathan-best-1286.html","Jonathan","36","193","110","France","3ème ligne","[X]"
"","1288","CAMINATI","/joueurs/julien-caminati-1288.html","Julien","34","178","88","France","Ailier","[X]"
"","1289","HUNT","/joueurs/nigel-hunt-1289.html","Nigel","36","178","84","Nouvelle-Zélande","Centre","[X]"
"","1294","MICHALLET","/joueurs/jordan-michallet-1294.html","Jordan","27","180","78","France","Ouverture","[X]"
"","1296","HART","/joueurs/james-hart-1296.html","James","28","179","84","France","Mêlée","[X]"
"","1298","ORIOLI","/joueurs/jean-charles-orioli-1298.html","Jean-Charles","30","179","110","France","Talonneur","[X]"
"","1300","CHILACHAVA","/joueurs/levan-chilachava-1300.html","Levan","28","188","118","Géorgie","Pilier","[X]"
"","1301","WULF","/joueurs/rudi-wulf-1301.html","Rudi","36","182","90","Samoa","Centre","[X]"
"","1304","LEBAS","/joueurs/victor-lebas-1304.html","Victor","26","193","108","France","2ème ligne","[X]"
"","1307","NEISEN","/joueurs/anderson-neisen-1307.html","Anderson","27","182","95","France","Ouverture","[X]"
"","1308","GALALA","/joueurs/sevanaia-galala-1308.html","Seva","27","188","105","Fidji","Centre","[X]"
"","1309","DELAGE","/joueurs/baptiste-delage-1309.html","Baptiste","28","180","90","France","Centre","[X]"
"","1313","LYONS","/joueurs/lucas-lyons-1313.html","Lucas","26","188","103","France","3ème ligne","[X]"
"","1314","UANIVI","/joueurs/tjiuee-uanivi-1314.html","Tjiuee","29","201","99","Namibie","2ème ligne","[X]"
"","1319","RUFFENACH","/joueurs/romain-ruffenach-1319.html","Romain","25","185","106","France","Talonneur","[X]"
"","1321","LOCKLEY","/joueurs/addison-lockley-1321.html","Addison","28","200","113","Angleterre","2ème ligne","[X]"
"","1323","ISA","/joueurs/facundo-isa-1323.html","Facundo","26","188","111","Argentine","3ème ligne","[X]"
"","1326","WIHONGI","/joueurs/karena-wihongi-1326.html","Karena","40","186","130","Nouvelle-Zélande","Pilier","[X]"
"","1327","GRAY","/joueurs/richie-gray-1327.html","Richie","30","206","125","Ecosse","2ème ligne","[X]"
"","1329","CLAASSEN","/joueurs/antonie-claassen-1329.html","Antonie","35","191","106","Afrique du sud","3ème ligne","[X]"
"","1330","KOCKOTT","/joueurs/rory-kockott-1330.html","Rory","33","180","92","Afrique du sud","Mêlée","[X]"
"","1333","LAMERAT","/joueurs/remi-lamerat-1333.html","Rémi","30","184","105","France","Centre","[X]"
"","1335","RALLIER","/joueurs/marc-antoine-rallier-1335.html","Marc-Antoine","31","182","107","France","Talonneur","[X]"
"","1336","LAZAR","/joueurs/mihaita-lazar-1336.html","Mihaïta","33","189","120","Roumanie","Pilier","[X]"
"","1337","FAASALELE","/joueurs/piula-faasalele-1337.html","Piula","32","196","120","Samoa","2ème ligne","[X]"
"","1339","BONNEFOND","/joueurs/paul-bonnefond-1339.html","Paul","31","190","98","France","Centre","[X]"
"","1341","TALÈS","/joueurs/remi-tales-1341.html","Rémi","35","186","93","France","Ouverture","[X]"
"","1342","PEIKRISHVILI","/joueurs/anton-peikrishvili-1342.html","Anton","32","183","122","Géorgie","Pilier","[X]"
"","1343","ROODT","/joueurs/hendrik-roodt-1343.html","Hendrik","32","198","126","Afrique du sud","2ème ligne","[X]"
"","1345","LORÉE","/joueurs/mathieu-loree-1345.html","Mathieu","32","173","75","France","Mêlée","[X]"
"","1346","GOZE","/joueurs/kevin-goze-1346.html","Kévin","27","191","123","France","Pilier","[X]"
"","1347","LUAFUTU","/joueurs/poutasi-luafutu-1347.html","Poutasi","32","188","110","Australie","3ème ligne","[X]"
"","1348","REY","/joueurs/julien-rey-1348.html","Julien","33","190","100","France","Centre","[X]"
"","1350","LONCA","/joueurs/romain-lonca-1350.html","Romain","28","190","87","France","Centre","[X]"
"","1351","PALIS","/joueurs/geoffrey-palis-1351.html","Geoffrey","28","189","93","France","Arrière","[X]"
"","1352","DESROCHE","/joueurs/benjamin-desroches-1352.html","Benjamin","30","198","123","France","2ème ligne","[X]"
"","1353","BABILLOT","/joueurs/mathieu-babillot-1353.html","Mathieu","26","190","111","France","3ème ligne","[X]"
"","1354","GROSSO","/joueurs/remy-grosso-1354.html","Rémy","31","191","104","France","Ailier","[X]"
"","1355","DULIN","/joueurs/brice-dulin-1355.html","Brice","29","176","82","France","Arrière","[X]"
"","1357","GARRAULT","/joueurs/nicolas-garrault-1357.html","Nicolas","28","195","113","France","3ème ligne","[X]"
"","1358","CAMARA","/joueurs/djibril-camara-1358.html","Djibril","30","183","90","France","Ailier","[X]"
"","1360","DOUMAYROU","/joueurs/geoffrey-doumayrou-1360.html","Geoffrey","30","186","92","France","Centre","[X]"
